p_Pa,l_m,s_m2,gamma,ks_N_per_m,delta_m,paper_fea_m,paper_analytic_m,accuracy_vs_fea_%
100000.0,0.01,0.0003141592653589793,1.4,4398.229715025709,0.001136821022084967,0.00114,0.00112,99.72114228815501
