D_Nm,a_m,b_m,F0_N,xw_m,yw_m,kw_center_N_per_m,w_hat_center_m,paper_fea_center_m,paper_adjusted_analytic_m,accuracy_vs_fea_%
800.0,0.5,0.5,100.0,0.0,0.0,155854.54565378046,0.0006416238909203375,0.000702,0.000641,91.39941466101673
